rms,mean,std,kurtosis,skewness,crest_factor,peak_freq,spectral_centroid,band_energy,label,source
0.07325644879367166,0.012004959735576921,0.07226609323608835,-0.04582380725790891,-0.13732180841741556,3.7248450828604067,1037.109375,1101.735357601326,11556.618610558822,0,97.mat
0.07903500998776483,0.012790221454326924,0.07799322431413747,-0.18457978069835645,-0.06234781547794234,2.869170550013568,1037.109375,1133.8047360755015,13442.995367367694,0,97.mat
0.07433775179771179,0.011958815805288462,0.07336953091626922,-0.2217597461214953,0.0259600825706796,2.9494404112113353,1037.109375,1099.015100687688,11888.993996165427,0,97.mat
0.07368834391955426,0.010284697716346153,0.07296709547796111,-0.06903485417689437,-0.14753546467773282,3.383104726678903,1037.109375,1076.476779698609,11609.302310746481,0,97.mat
0.07211185268916011,0.011016379507211538,0.07126541012873087,-0.20560065019250162,-0.08345110709392911,3.1156981945707667,1037.109375,1089.3430709926654,11159.951777975206,0,97.mat
0.07266614145569184,0.011832913161057692,0.0716962361646794,-0.10070909639474657,-0.14113279966423087,2.8737455411380335,1037.109375,1098.7288599295487,11367.373109084285,0,97.mat
0.07166682630573706,0.010938861778846152,0.07082708024279968,-0.18993833126430992,-0.10265323035996105,3.3038781503780217,1037.109375,1090.073561580478,11022.196125746914,0,97.mat
0.07243872524010757,0.012053752103365385,0.07142881753635862,-0.29292266786107257,-0.04644471570872234,3.0325216142590663,1037.109375,1077.7814338264595,11309.231592623932,0,97.mat
0.07426014848654501,0.011843812499999998,0.07330957480921954,-0.3860566299415993,-0.05782197532282047,2.8345340989327763,1037.109375,1074.164531735598,11859.070441230688,0,97.mat
0.07127932100709587,0.011383188100961538,0.07036451258902278,-0.24889797338631814,-0.09138705427011778,3.4828096590257096,1037.109375,1080.9653210506697,10926.829951066085,0,97.mat
0.07458349659635476,0.01317577283653846,0.07341046910828453,-0.17652053398837797,-0.06607348469674698,3.194255835444608,1037.109375,1072.768764228572,12029.890746436155,0,97.mat
0.07403313923718553,0.011999459134615384,0.0730542174401259,-0.32247768164176405,-0.060116555060430454,2.933397362616976,1037.109375,1100.6652631871054,11796.253417769009,0,97.mat
0.07484937491564357,0.011355481370192308,0.07398298431473137,-0.278472148121403,-0.15881393832589702,2.918131352980179,1037.109375,1075.7380860695616,12019.566390285747,0,97.mat
0.07591204526850796,0.009843834735576922,0.07527109361864388,-0.4538303682198723,-0.12921532702385147,2.7536159070045816,1037.109375,1041.0727156256905,12288.345259885253,0,97.mat
0.07078187250846599,0.008584808293269231,0.07025933775927973,-0.012873752903886704,-0.08503685665157315,4.049589652029264,1037.109375,1145.25761141963,10661.441670698876,0,97.mat
0.07277435470177654,0.0102362109375,0.0720508618123544,-0.3526570517335377,-0.12030843479857223,3.0328688976707463,1037.109375,1106.0467752363693,11326.479610434597,0,97.mat
0.0717024986819821,0.010733098557692307,0.07089463246671435,-0.24974125011367576,-0.05017820029987689,3.072387297560163,1037.109375,1152.2052050340787,11023.568426778733,0,97.mat
0.07302179006072322,0.011834033653846155,0.07205648805730108,-0.29079872201986845,-0.07363637716761186,3.1197263147145553,1037.109375,1074.0524567816055,11476.090052794885,0,97.mat
0.07362100689199917,0.013871904447115384,0.07230230233403284,-0.2092389842166047,-0.09073388654217877,3.2615189309289727,1037.109375,1120.9631409159203,11770.226410414825,0,97.mat
0.07130883007100852,0.012663503906249998,0.07017538681697708,-0.26403643227786366,0.03302106853795072,3.156635717846611,1037.109375,1109.798832598115,11000.217054744055,0,97.mat
0.0739495958760727,0.012427079927884615,0.07289794520218272,-0.23831227660186993,0.030225682158107506,3.4162895385202963,1037.109375,1137.1585490813254,11792.22738835775,0,97.mat
0.07358844755010466,0.013973869290865384,0.07224950235037134,0.01297587935906952,-0.023794464346167367,3.379192614332911,1037.109375,1054.7050282891648,11766.130916995597,0,97.mat
0.07524466839278834,0.013191459735576921,0.07407931905454675,-0.12599494180206516,0.07565540149469636,3.3713525903002144,1037.109375,1132.1193905692446,12238.504280021736,0,97.mat
0.0750072037528451,0.012829336838942308,0.07390188584260741,-0.25424222075139813,-0.05213521457831165,3.248524902136841,1037.109375,1065.381486612785,12143.92022347077,0,97.mat
0.0751859343205781,0.014089891225961538,0.07385390771583353,-0.05507403535255451,0.08392273975477357,4.139792324971677,1037.109375,1077.4186225245946,12271.378322792445,0,97.mat
0.0708472705995201,0.012680515024038462,0.06970323012692282,-0.01552822668954823,-0.0779666112551666,3.565885158756448,1037.109375,1079.4511634361493,10863.522532839888,0,97.mat
0.07189908558450735,0.013666344951923077,0.07058831010545132,-0.33295409271567555,-0.027621378710507554,3.1800468626228104,1037.109375,1182.098063686006,11232.85907443935,0,97.mat
0.07124449083990013,0.012954118990384615,0.07005689313850257,-0.23750755402969226,0.08216044344544655,3.0482162595931017,1037.109375,1087.275225678439,10996.598267711672,0,97.mat
0.07296909242430963,0.012094802884615384,0.07195974008019859,0.0874022277808355,0.15721116141887637,3.7195010430771873,1037.109375,1086.7482259749852,11473.041103061496,0,97.mat
0.07246702074109333,0.013250642127403844,0.0712452775859672,-0.010910352388599165,-0.06877747498516522,3.6502715992339096,1037.109375,1102.6255868937212,11381.344390803126,0,97.mat
0.0729779269741688,0.013023182091346154,0.07180650773894212,-0.19207149814073476,0.022737477970469978,3.1930666473694895,1037.109375,1101.2894502059467,11524.64891559981,0,97.mat
0.07081366039628913,0.01138532722355769,0.06989240890635752,-0.24701253820494484,0.03395071795369287,3.1138972382511776,1037.109375,1156.3858804141635,10788.167034377355,0,97.mat
0.07483312180507502,0.012020239182692308,0.07386142409325766,-0.17460456845053685,-0.08968708926441978,3.0219115742908995,1037.109375,1090.206011135996,12047.05227062762,0,97.mat
0.07039759084988641,0.010672490084134616,0.06958389722394152,-0.3510752699820783,0.02537313386085335,2.812255328767681,1037.109375,1127.666236321368,10631.978553188932,0,97.mat
0.07412719547556905,0.01298651141826923,0.07298076205587598,-0.015213404337873992,0.004534809477122999,3.1970328217959287,1037.109375,1082.1467176113401,11877.199827831982,0,97.mat
0.07073340854840486,0.01248605859375,0.06962265023445312,-0.3155732821867421,-0.00540442695995743,3.2560481580323684,1037.109375,1087.4145897507367,10819.451331679491,0,97.mat
0.07294385486237892,0.012099896033653846,0.07193329186238157,-0.23698631270091441,0.017602631495359185,3.097320013655956,1037.109375,1093.9099354534526,11465.5776100107,0,97.mat
0.07225477481838465,0.012480252403846153,0.07116878377485289,-0.20668982995937668,-0.07214194512391314,3.1528435397190675,1037.109375,1125.9173307759513,11275.356028869557,0,97.mat
0.07064597157522767,0.011778722055288461,0.06965712459290965,-0.02739447762463154,-0.09437186999137737,3.484503763728732,1037.109375,1082.401501027321,10757.533268032545,0,97.mat
0.0722293422428201,0.011519990084134615,0.07130475236119874,-0.32287247658304485,-0.024063061608815023,3.405230212877754,1037.109375,1093.404197956551,11219.318190813196,0,97.mat
0.0713270824529518,0.013144500901442306,0.07010545476139618,-0.40059741881635214,-0.07590032072409625,2.8136297335920926,1037.109375,1088.336469123212,11031.7127985914,0,97.mat
0.07288400840542618,0.01329760096153846,0.07166067603581426,-0.3179064389015216,-0.021432132674805548,3.097000989548227,1037.109375,1089.4779950161437,11511.067029161824,0,97.mat
0.07597939550210317,0.014111486177884616,0.07465744771097112,-0.4466763512183576,0.018176553028637334,3.0641829629234776,1037.109375,1038.1810131519192,12524.197087770948,0,97.mat
0.07214574498580857,0.013707090144230768,0.070831660995174,-0.39604205183169183,-0.04974244234721793,3.0621860284504523,1037.109375,1104.964375446172,11309.715081313632,0,97.mat
0.07419094539665526,0.01290970673076923,0.07305912572002907,-0.3818488134742628,-0.021570652459781316,3.436106638580358,1037.109375,1084.9934068291043,11892.85693713547,0,97.mat
0.0721670217102362,0.011351101262019232,0.071268727522421,-0.26017117835316705,-0.033001921050172904,3.642319973668819,1037.109375,1068.9136731051487,11192.345660059576,0,97.mat
0.07753687012579619,0.013317158653846153,0.0763846811493828,-0.39528887222291553,0.002976329750385146,3.0322289006519823,1037.109375,1018.9755328329229,12979.929928991347,0,97.mat
0.07338380042530972,0.012932931490384613,0.07223518151099714,-0.2912447826171696,0.006434952130583022,3.3488170638838355,1037.109375,1115.1312222904583,11644.315377606026,0,97.mat
0.07153011688191448,0.013914177584134615,0.07016376047004261,-0.15629389658662918,-0.04294356698030657,3.692250040064637,1037.109375,1161.8514041455353,11136.210590775065,0,97.mat
0.07167877243394709,0.013659621995192307,0.07036519839086672,-0.34737261255209395,-0.0916411390785728,2.703780850687488,1037.109375,1080.5617059834628,11166.142429726846,0,97.mat
0.0704005808561356,0.01304457331730769,0.06918150686311098,-0.3736738657039185,-0.04944690932427202,2.984005099858259,1037.109375,1095.0925974711738,10750.845569948748,0,97.mat
0.0710190479093831,0.01332001081730769,0.06975874481226033,-0.4075094852847374,-0.011358506475132677,2.996205927446383,1037.109375,1103.8400134544288,10949.498675496614,0,97.mat
0.0702919059571272,0.01150226592548077,0.06934442963688675,-0.32414240959678997,-0.04280370064691763,3.101396582645554,1037.109375,1105.2045212351914,10639.384647386343,0,97.mat
0.07257535871819004,0.01098449639423077,0.07173927468297331,-0.32689075651281074,0.0544705587886661,3.2740165157098775,1037.109375,1042.4107017954645,11299.123288606332,0,97.mat
0.07059187064257373,0.013195228665865383,0.06934766139729145,-0.24042456493541664,-0.0965689025205249,3.1266358989212613,1037.109375,1077.5585536112928,10815.697081549637,0,97.mat
0.07079740167326909,0.011790538161057691,0.06980870499843732,-0.1801485988392333,0.04562926690878948,3.3267713738666322,1037.109375,1092.9698464213986,10803.035683326194,0,97.mat
0.07253339923850567,0.012375537259615384,0.07146985436271944,-0.011884473832397102,0.08325189165659136,3.4283453012295575,1037.109375,1091.462026224715,11354.499964199105,0,97.mat
0.07367118119624048,0.010916146334134614,0.07285794869512219,-0.16880765372512974,-0.053030206402298864,3.284783034891741,1037.109375,1082.3877799856339,11632.073588512269,0,97.mat
0.0758290879614253,0.011479041165865383,0.07495520125364179,-0.1869878523480315,-0.12437821051628199,3.111523642748098,1037.109375,1057.6699497532693,12335.067548869634,0,97.mat
0.07107432235377979,0.012988854266826923,0.0698773852035416,-0.15765265433670628,-0.052877152924944285,3.214013705495397,1037.109375,1097.5799426640021,10947.698779432667,0,97.mat
0.07280626487592556,0.01466419471153846,0.07131418932194013,-0.13363541268318802,-0.02365358253725402,3.257902224649413,1037.109375,1074.0044198143985,11567.451563872133,0,97.mat
0.07424066453478556,0.013784506009615383,0.07294973382156679,-0.2365774403755374,-0.04155177748718393,2.8465179553500204,1037.109375,1130.7548064289108,11957.304169747113,0,97.mat
0.07383765640769914,0.014964283052884615,0.07230539216749042,-0.5603071147643579,-0.08872296535799479,2.749041330753883,1037.109375,1069.0403458360865,11903.286309874573,0,97.mat
0.07451436737200814,0.014155490985576922,0.0731574536175764,-0.44563321868567485,0.030465435573570187,2.7548719220375806,1037.109375,1126.2329469486306,12064.427189423493,0,97.mat
0.07335556756349136,0.013802739483173076,0.07204528905710351,-0.2740652260197698,-0.0009486667979390958,3.352949839133275,1037.109375,1060.6719545950875,11684.397521135441,0,97.mat
0.07495579027153415,0.013579048377403848,0.07371553391514125,-0.4828432035407806,-0.05202931191451555,2.6468032696411217,1037.109375,1059.6136698125156,12169.271683135388,0,97.mat
0.07316021658663868,0.012781461237980768,0.0720350715945079,-0.46818260948600177,-0.0945049215538544,2.654734118329467,1037.109375,1070.9929189957065,11567.43486075079,0,97.mat
0.07514841192981542,0.012840236177884615,0.0740433126654215,-0.30245552661153763,-0.08052329955672287,3.336806272657959,1037.109375,1131.520018963168,12188.967515787153,0,97.mat
0.07608143524133636,0.012581911658653844,0.07503386093888204,-0.29768487161253,-0.02908602389701206,3.3671774394774485,1037.109375,1082.873834174227,12471.108640401813,0,97.mat
0.07408567260625668,0.014600428485576923,0.07263273623896462,-0.4266808520857919,-0.09473943782231666,2.858104785117833,1037.109375,1074.3948510072287,11957.665086336636,0,97.mat
0.07917422898535767,0.015106993088942307,0.07771960689064568,-0.3562223145345511,-0.011520020142203182,3.351580086493096,1037.109375,1043.063780858013,13624.734511787088,0,97.mat
0.07665586541052027,0.014577611177884614,0.07525699272613949,-0.36946230050080864,-0.07536124243697094,3.1133429741078467,1037.109375,1051.5831209058683,12768.777904027791,0,97.mat
0.0768444015684553,0.012680209435096153,0.07579099116053381,-0.35205020046051283,-0.12051850705114919,3.0622680252968766,1037.109375,1052.244771691234,12721.00834221715,0,97.mat
0.07514670224525676,0.013814861177884614,0.07386593578215235,-0.28355763297682746,-0.07234598846109215,3.2702555898576997,1037.109375,1054.4737915582714,12242.915945423536,0,97.mat
0.07421102039807237,0.013846133112980769,0.07290788809409261,-0.35575293160713795,-0.0385654097405448,3.1175216335452918,1037.109375,1123.2449971403157,11951.647828216679,0,97.mat
0.07567004814588843,0.013137777944711538,0.07452083585868131,-0.21838834459811096,-0.03681028537527628,3.151146199294982,1037.109375,1134.6580588358672,12370.165350167628,0,97.mat
0.07437681215697951,0.012414856370192308,0.07333335890263115,-0.32867414670993567,0.018677493203467163,3.1750838539058686,1037.109375,1044.353124014085,11924.487726023528,0,97.mat
0.0747420893095719,0.013347004507211536,0.07354071923121568,-0.07452118328465485,0.021329520506657002,3.1679400954093793,1037.109375,1045.0282889277603,12089.079766903018,0,97.mat
