rms,peak,std,kurtosis,label
0.3574399171910193,0.634507747481081,0.3574398359267279,-1.4293301863868362,0
0.8550837463614839,1.4300760186445338,0.8550823351023183,-1.4486838615477013,1
0.5062544653687077,3.488817068868896,0.5037934974141243,9.65914493536297,2
0.35600559486824834,0.6230946444145199,0.35600446004146924,-1.4374724199283475,0
0.8519299531343767,1.4413024138361576,0.8519292660673734,-1.4674683123930212,1
0.5106804664913097,3.319246867218892,0.5082536899460418,10.997818467014822,2
0.3547098854698504,0.6422669273379844,0.35470987604653764,-1.4533457707775563,0
0.8517060638032886,1.5234107155610002,0.8516816909764111,-1.459353474781023,1
0.5059583317775111,3.5519733352319185,0.5035704514442809,11.855898798521041,2
0.3566286620674768,0.6353014090527995,0.3566256334598739,-1.44600882766972,0
0.8515963561676588,1.4693251469815112,0.8515962954001689,-1.4576833382634282,1
0.513979176330995,3.5153757901324423,0.5119025552478533,11.218535450910464,2
0.35768700223479355,0.6388153456985234,0.357686416595385,-1.4418601493099072,0
0.8521987402569537,1.453886734842417,0.8521968730053594,-1.4513059660628167,1
0.5009110336977304,3.29546269387124,0.49882127570686186,10.306993202694507,2
0.3579269897732583,0.6419419719521245,0.3579198507277996,-1.420440477898069,0
0.8568052556811402,1.4953425672591956,0.856797559060965,-1.463004632208978,1
0.5066825948583464,3.5578625700318143,0.5045630299093248,10.208052979272809,2
0.35686546716491463,0.629374119399779,0.3568627151737067,-1.4385540956318685,0
0.8522949049722107,1.5367176302257088,0.8522936210737745,-1.4651567250951372,1
0.4954261743490468,3.165296285055537,0.49341992682821095,8.772615731787262,2
0.3559545995982242,0.6208819318865999,0.35595124619351765,-1.4207975074432628,0
0.8533793340572455,1.4241804738135502,0.853379289823501,-1.458337976801703,1
0.5233434660049479,3.397704426106716,0.5207259453763007,11.710982926112091,2
0.3540935398847429,0.5972699179904943,0.3540872134830035,-1.4380907729467816,0
0.85240513993829,1.4303169549469636,0.8524015005494072,-1.465786749560435,1
0.527914188321829,3.3886999953859207,0.5256257880188164,11.082597881660872,2
0.3571996112244505,0.6611771083721052,0.35718829897686094,-1.424420074671795,0
0.8548539622393241,1.4884109550462914,0.8548518636027376,-1.4574583615827224,1
0.5084548309562904,3.449810629978541,0.5056651598067454,11.259658905779999,2
0.35693018122113374,0.6227365180207419,0.35692969785972845,-1.449796465183304,0
0.852823071823057,1.460635850646049,0.8528230072006264,-1.4540377239046685,1
0.5147454630564524,3.4899668120729013,0.5119705406936425,11.133638734349036,2
0.3565504925066228,0.6312523547832654,0.3565503707095655,-1.4395683341553387,0
0.8506523670969507,1.470579814727381,0.8506464059211996,-1.4665408990909146,1
0.5184558199918105,3.231101424842665,0.5157864781558272,10.462118376957187,2
0.3577870056026541,0.6250644635162615,0.35778250982330767,-1.4348097782093812,0
0.8527644725367086,1.5715641021600546,0.8527458555603693,-1.466256588764644,1
0.4975206565926123,3.253530950301337,0.49498002629626003,8.81633981092156,2
0.3530153214212418,0.6176012993575443,0.35300834004882753,-1.4454650491394727,0
0.8501809419540157,1.4916660411290898,0.8501789532090519,-1.4229926487579976,1
0.50362581753531,3.249031494182247,0.5008626864433415,10.401898892230738,2
0.35969235571314284,0.6109497504779013,0.35969095670927237,-1.44331497262206,0
0.8586424803970863,1.4601865454310405,0.8586352354726622,-1.4693762504207297,1
0.5003945848473639,3.1313631933910195,0.49783503452264843,8.835917096052293,2
0.35444339979668116,0.6242516045382268,0.3544386624331367,-1.4502584588975103,0
0.8540221164489449,1.5322956202138516,0.8540205305759215,-1.4623020506766264,1
0.5133418535758254,3.42652848120283,0.5113329793086944,10.448401087318402,2
0.35505172001156565,0.6276621207222934,0.3550477600430123,-1.4380437963901884,0
0.8564465058280802,1.432540593991431,0.8564463428371203,-1.4594640781788426,1
0.4995638010651856,3.051883323830076,0.49680661350489763,9.377857677955854,2
0.3576681410853387,0.6020643257405797,0.35766802457645275,-1.4522213243771824,0
0.8575414731445279,1.549528194570057,0.8575379659666599,-1.4689783750352738,1
0.5276354228480417,3.324995551098863,0.5250829346356182,12.196714767662721,2
0.3568281455793772,0.6203187735992282,0.35682797385038584,-1.436777850613282,0
0.8578892726911316,1.4027840015477064,0.8578847861772622,-1.4678469406056014,1
0.5009988720556479,3.150396882813424,0.4991147981190479,9.159163840506233,2
0.35613062069143103,0.6613120858184124,0.3561233631923151,-1.4388913963270158,0
0.8536807254021693,1.4288282886747958,0.8536778179566297,-1.4605127679597807,1
0.5098347523482013,3.2166799043413903,0.5063836606609423,9.429056444007006,2
0.35476997258281856,0.6064523410722846,0.35476983517691246,-1.4415228226279044,0
0.8526250192797198,1.4062237089460037,0.8526216989546446,-1.4575683276975118,1
0.49420103790540004,3.3368884482929033,0.49155212129540854,9.96344635811411,2
0.35937705460355773,0.6840459262905516,0.3593698702526093,-1.4369684815144426,0
0.8521021055103657,1.5417065573902542,0.8521010014195037,-1.4460375302026163,1
0.5094324709068826,3.571095984056027,0.5074106594321597,11.781313018042177,2
0.3549118573298641,0.624830486624835,0.35491183465480586,-1.4270845135338206,0
0.8591417497885789,1.5428446051776203,0.8591305502166078,-1.4587790127663618,1
0.5184309541975866,3.2548731695044686,0.5160810107644347,10.389943222196086,2
0.35413416583863333,0.6227948544797326,0.3541340851379314,-1.4310299770114594,0
0.8537121492989636,1.4365640675003777,0.8537078912256865,-1.4521958295806705,1
0.5134110643380908,3.472164297512245,0.5113118039153239,10.69134911221638,2
0.35770032601028473,0.6246321513383521,0.35769477094882857,-1.4392713514163695,0
0.8519650144654491,1.443104316637354,0.8519593598877291,-1.4435785841384134,1
0.522799107374732,3.4615709307140605,0.5202448624979632,12.382039427122963,2
0.35651209559764974,0.6329855196991666,0.35651072350506835,-1.442532363880202,0
0.8518755461818518,1.472777329202798,0.8518743975297625,-1.4478978476184037,1
0.5118152107459084,3.321023183045019,0.5093756163386689,10.421458159226711,2
0.3582416224107003,0.6360158032813727,0.3582414059960959,-1.4503960388403017,0
0.8492127417026218,1.4855727075212233,0.8492073341217575,-1.4479576710548951,1
0.4997929583470072,3.013812639256911,0.49814422909816697,9.28979216248609,2
0.3566303824149081,0.6211749896697187,0.35662056721204294,-1.4413541976387958,0
0.8561570499238846,1.5922773397186365,0.8561542073870864,-1.4478154742632963,1
0.5038317068234653,3.2249448033688104,0.5012350395397684,9.099420728631355,2
0.35716698957817716,0.6155487953864488,0.3571669871736678,-1.4538330492678149,0
0.8536796875594477,1.4793144377552485,0.8536791446416424,-1.4436056926891634,1
0.5157273092226137,3.399590416113203,0.5132684218866009,11.496987436608203,2
0.35917478905015027,0.671472305831833,0.3591716604253727,-1.4412395686771096,0
0.8512159652923775,1.5361308451838223,0.8511983707317969,-1.4514726038751833,1
0.5050358225673658,3.259911846970716,0.5030416197042353,10.929290457891613,2
0.3534982005935169,0.6139617670971688,0.35349662818266253,-1.4287142307794947,0
0.8553787280380283,1.464674455862497,0.8553786248519516,-1.448558718720477,1
